entropy,surrgain,EpThisIter,TimestepsSoFar,EpLenMean,EpRewMean,optimgain,EpisodesSoFar,TimeElapsed,explained_variance_tdlam_before,entloss,meankl
2.0729895,0.034545787,1,1024,901.0,-5.0,0.034545787,1,3.506639242172241,-3.6354637145996094,0.0,0.0064713727
2.0644877,0.036698528,2,2048,652.6666666666666,-5.0,0.036698528,3,4.452716827392578,-0.4730921983718872,0.0,0.007388832
2.0593176,0.03892196,2,3072,572.0,-5.0,0.03892196,5,5.369745492935181,0.7235670983791351,0.0,0.0073504914
2.05765,0.04001941,2,4096,559.1428571428571,-5.0,0.04001941,7,6.269024610519409,0.6970169842243195,0.0,0.0073867
2.0505726,0.041435555,2,5120,557.1111111111111,-5.0,0.041435555,9,7.175036668777466,0.7259629964828491,0.0,0.0067272624
2.048314,0.04922521,1,6144,563.0,-5.0,0.04922521,10,8.059967994689941,0.5228560864925385,0.0,0.007374912
2.0400293,0.05618564,2,7168,572.75,-5.0,0.05618564,12,8.96867823600769,0.7823245525360107,0.0,0.008945648
2.0339093,0.048491698,2,8192,564.7857142857143,-4.928571428571429,0.048491698,14,9.899232625961304,0.6054651439189911,0.0,0.007722757
2.021662,0.04082076,2,9216,560.1875,-4.9375,0.04082076,16,10.802306652069092,0.8284177333116531,0.0,0.007075595
1.9975672,0.04702553,1,10240,559.4705882352941,-4.9411764705882355,0.04702553,17,11.68943452835083,0.6484630107879639,0.0,0.0088190185
1.9976928,0.044088773,2,11264,576.4736842105264,-4.947368421052632,0.044088773,19,12.5929856300354,0.7915245145559311,0.0,0.006894364
1.9981154,0.04689487,1,12288,583.95,-4.95,0.04689487,20,13.531254291534424,0.7726232260465622,0.0,0.0075326846
1.9879556,0.04573712,2,13312,592.5,-4.909090909090909,0.04573712,22,14.436050653457642,0.8099668920040131,0.0,0.007943855
1.9630235,0.054476637,2,14336,585.2083333333334,-4.916666666666667,0.054476637,24,15.37996768951416,0.818169355392456,0.0,0.008423805
1.9664904,0.042389482,2,15360,582.4615384615385,-4.923076923076923,0.042389482,26,16.32414484024048,0.8115795105695724,0.0,0.007721138
1.9945593,0.05087992,2,16384,577.25,-4.928571428571429,0.05087992,28,17.267629146575928,0.8035047203302383,0.0,0.008008967
1.949702,0.048361406,1,17408,581.0,-4.931034482758621,0.048361406,29,18.14607048034668,0.5922955274581909,0.0,0.0067366455
1.9352174,0.0478765,2,18432,587.4193548387096,-4.903225806451613,0.0478765,31,19.028319597244263,0.6592050790786743,0.0,0.008620644
1.9475178,0.042667605,2,19456,587.6666666666666,-4.909090909090909,0.042667605,33,19.93093776702881,0.7737438082695007,0.0,0.007336496
1.9306742,0.047649104,1,20480,594.1470588235294,-4.911764705882353,0.047649104,34,20.796921491622925,0.7566577047109604,0.0,0.008470705
1.9674221,0.038245175,2,21504,587.6666666666666,-4.916666666666667,0.038245175,36,21.699066162109375,0.7240034937858582,0.0,0.007484356
1.9525032,0.045975015,2,22528,583.9473684210526,-4.921052631578948,0.045975015,38,22.623636484146118,0.771670401096344,0.0,0.00736432
1.9104946,0.04986923,1,23552,584.7948717948718,-4.923076923076923,0.04986923,39,23.589465141296387,0.6774440109729767,0.0,0.008209794
1.9007049,0.05089571,2,24576,583.575,-4.875,0.05089571,41,24.465197801589966,0.8060550540685654,0.0,0.008481885
1.9154251,0.05287807,1,25600,588.9,-4.875,0.05287807,42,25.399444103240967,0.8237348198890686,0.0,0.0074607525
1.9001037,0.06497048,1,26624,602.45,-4.8,0.06497048,43,26.37337875366211,0.6141622066497803,0.0,0.007807465
1.9328601,0.04569278,2,27648,616.5,-4.8,0.04569278,45,27.374277114868164,0.816863015294075,0.0,0.008379217
1.9206524,0.053275198,1,28672,619.7,-4.775,0.053275198,46,28.361666917800903,0.7594102472066879,0.0,0.009281643
1.93578,0.045603886,2,29696,618.975,-4.775,0.045603886,48,29.25308108329773,0.8443880826234818,0.0,0.0072395247
1.8868098,0.048059516,2,30720,626.15,-4.75,0.048059516,50,30.1579167842865,0.8634604513645172,0.0,0.008197805
1.9111733,0.052183665,1,31744,629.5,-4.75,0.052183665,51,31.0430645942688,0.8097695261240005,0.0,0.008366089
1.9256201,0.045049332,2,32768,631.1,-4.75,0.045049332,53,31.958698272705078,0.8187365084886551,0.0,0.008107831
1.9329745,0.04515525,2,33792,626.675,-4.775,0.04515525,55,32.833903551101685,0.7937300801277161,0.0,0.007666724
1.9198978,0.060070023,2,34816,628.675,-4.75,0.060070023,57,33.7363166809082,0.7364273369312286,0.0,0.009064739
1.9423482,0.04876907,2,35840,614.9,-4.75,0.04876907,59,34.63113617897034,0.8191499710083008,0.0,0.0076608574
1.9149793,0.055167176,2,36864,608.775,-4.75,0.055167176,61,35.52115225791931,0.7871682047843933,0.0,0.0081287995
1.8998402,0.041707564,1,37888,608.375,-4.775,0.041707564,62,36.45033502578735,0.8578558415174484,0.0,0.009016138
1.901461,0.059007283,2,38912,614.9,-4.775,0.059007283,64,37.513466596603394,0.7703424096107483,0.0,0.00886876
1.9207329,0.075130574,1,39936,612.4,-4.775,0.075130574,65,38.483739376068115,0.782848984003067,0.0,0.0088210935
1.9206924,0.04981621,2,40960,621.775,-4.775,0.04981621,67,39.361900091171265,0.8107457458972931,0.0,0.008678028
1.8835194,0.056280654,1,41984,628.5,-4.775,0.056280654,68,40.27076530456543,0.8528071641921997,0.0,0.01127246
1.870487,0.046381414,2,43008,632.55,-4.775,0.046381414,70,41.171884059906006,0.8447980880737305,0.0,0.0082867
1.8662425,0.051583737,1,44032,638.975,-4.8,0.051583737,71,42.066431522369385,0.8334407061338425,0.0,0.008196759
1.870466,0.0648445,2,45056,636.075,-4.8,0.0648445,73,42.93855690956116,0.7810243666172028,0.0,0.01118241
1.8482292,0.061627336,1,46080,638.5,-4.8,0.061627336,74,43.81524062156677,0.7916673272848129,0.0,0.009917939
1.8653009,0.048237763,2,47104,645.125,-4.8,0.048237763,76,44.706841707229614,0.7768301218748093,0.0,0.008502548
1.8743393,0.06551973,2,48128,641.65,-4.8,0.06551973,78,45.59964656829834,0.7951960116624832,0.0,0.010514363
1.873527,0.053939443,2,49152,637.2,-4.85,0.053939443,80,46.491883277893066,0.8313731104135513,0.0,0.00866635
1.8775544,0.04534877,2,50176,626.825,-4.85,0.04534877,82,47.42722845077515,0.7992213666439056,0.0,0.008603615
1.8851625,0.06486962,1,51200,611.725,-4.925,0.06486962,83,48.376729011535645,0.8436685055494308,0.0,0.008448649
1.8812773,0.04925586,2,52224,603.375,-4.925,0.04925586,85,49.32848405838013,0.8477994054555893,0.0,0.008459539
1.8593097,0.04353118,2,53248,600.075,-4.95,0.04353118,87,50.22355532646179,0.7998905330896378,0.0,0.007561004
1.8668739,0.07970077,2,54272,601.475,-4.95,0.07970077,89,51.11237144470215,0.8081028759479523,0.0,0.009207323
1.8721297,0.062269386,1,55296,597.325,-4.975,0.062269386,90,52.086392879486084,0.7282721996307373,0.0,0.008186541
1.8904355,0.054305267,2,56320,596.875,-4.9,0.054305267,92,52.982540130615234,0.834135040640831,0.0,0.0098314155
1.8309284,0.055803612,1,57344,604.1,-4.9,0.055803612,93,53.860390424728394,0.6903460025787354,0.0,0.009403892
1.8162518,0.054156598,1,58368,633.1,-4.85,0.054156598,94,54.75678896903992,0.7756229639053345,0.0,0.008465404
1.8688571,0.055103883,1,59392,629.025,-4.85,0.055103883,95,55.63201379776001,0.8430215269327164,0.0,0.008750982
1.8765349,0.04721479,3,60416,632.35,-4.875,0.04721479,98,56.53476548194885,0.8575062900781631,0.0,0.007880352
1.8395238,0.042830147,1,61440,630.975,-4.875,0.042830147,99,57.42303919792175,0.7922575324773788,0.0,0.008808598
1.8819852,0.05725214,2,62464,634.8,-4.85,0.05725214,101,58.30853247642517,0.7754157185554504,0.0,0.008736206
1.8713504,0.04945737,2,63488,634.4,-4.85,0.04945737,103,59.19219160079956,0.7988128960132599,0.0,0.008679878
1.8510809,0.06061103,1,64512,631.2,-4.85,0.06061103,104,60.11880898475647,0.7503522783517838,0.0,0.008962663
1.8653718,0.05378064,2,65536,630.3,-4.825,0.05378064,106,61.15389895439148,0.8689975887537003,0.0,0.008385121
1.8637352,0.057097342,2,66560,622.9,-4.825,0.057097342,108,62.13497829437256,0.7457002103328705,0.0,0.0088562695
1.8462315,0.050401483,1,67584,626.375,-4.8,0.050401483,109,63.0281126499176,0.8090920150279999,0.0,0.008024814
1.8493218,0.0674619,2,68608,611.4,-4.775,0.0674619,111,63.93144464492798,0.8343506902456284,0.0,0.010066142
1.8847462,0.059707135,2,69632,609.95,-4.775,0.059707135,113,64.84086537361145,0.841025784611702,0.0,0.009972711
1.8585098,0.05870835,2,70656,605.3,-4.775,0.05870835,115,65.71791505813599,0.7703547775745392,0.0,0.007984495
1.8995435,0.044975556,2,71680,605.075,-4.775,0.044975556,117,66.617915391922,0.7606779634952545,0.0,0.007404126
1.8723836,0.054573007,1,72704,609.45,-4.775,0.054573007,118,67.52915525436401,0.8561393469572067,0.0,0.008656967
1.8762906,0.05955211,2,73728,610.4,-4.775,0.05955211,120,68.46448349952698,0.7255754172801971,0.0,0.011303907
1.867085,0.049506605,2,74752,614.6,-4.775,0.049506605,122,69.35794591903687,0.8624650985002518,0.0,0.008125419
1.8976731,0.056784455,2,75776,607.6,-4.775,0.056784455,124,70.25205206871033,0.8179429322481155,0.0,0.009398212
1.8633268,0.046774242,1,76800,612.125,-4.775,0.046774242,125,71.21987247467041,0.8184032291173935,0.0,0.008697702
1.8638887,0.04740815,2,77824,612.75,-4.775,0.04740815,127,72.1329505443573,0.8348683565855026,0.0,0.00964462
1.8634851,0.059286773,2,78848,612.025,-4.775,0.059286773,129,73.03231596946716,0.8167813271284103,0.0,0.010058727
1.8613751,0.048666213,2,79872,597.75,-4.85,0.048666213,131,73.91898894309998,0.8632698059082031,0.0,0.009203248
1.8342639,0.05318796,2,80896,601.725,-4.85,0.05318796,133,74.82379078865051,0.8655061721801758,0.0,0.0077593615
1.8038007,0.04306098,1,81920,577.25,-4.9,0.04306098,134,75.70690250396729,0.8446771204471588,0.0,0.008808494
1.8040583,0.04332791,2,82944,576.15,-4.9,0.04332791,136,76.5889344215393,0.8318824172019958,0.0,0.008671021
1.8077556,0.07937868,2,83968,580.2,-4.9,0.07937868,138,77.54800486564636,0.8469021916389465,0.0,0.010961022
1.7551293,0.052114423,2,84992,578.85,-4.925,0.052114423,140,78.55059623718262,0.8805148303508759,0.0,0.010646615
1.7636483,0.05173216,1,86016,588.375,-4.925,0.05173216,141,79.44826078414917,0.8984582349658012,0.0,0.008004858
1.7930061,0.04748466,2,87040,588.55,-4.925,0.04748466,143,80.33579325675964,0.7723495215177536,0.0,0.008809902
1.8227627,0.053038593,1,88064,590.6,-4.925,0.053038593,144,81.24595761299133,0.8055412471294403,0.0,0.009755936
1.7816484,0.049666706,2,89088,591.5,-4.925,0.049666706,146,82.17350220680237,0.8728714138269424,0.0,0.008887423
1.7825923,0.06196113,1,90112,589.875,-4.925,0.06196113,147,83.11775398254395,0.8885693401098251,0.0,0.007951829
1.7869117,0.05087478,2,91136,593.225,-4.95,0.05087478,149,83.98973178863525,0.8282758593559265,0.0,0.009539567
1.7856258,0.08990975,2,92160,589.725,-4.975,0.08990975,151,84.87265276908875,0.8683026283979416,0.0,0.0106273
1.7632095,0.04997164,2,93184,598.3,-4.975,0.04997164,153,85.77370238304138,0.7882616519927979,0.0,0.008843089
1.7727631,0.053882554,1,94208,602.8,-4.975,0.053882554,154,86.63642501831055,0.8755597919225693,0.0,0.009350469
1.7626469,0.054643724,2,95232,599.675,-4.975,0.054643724,156,87.5259280204773,0.8586454391479492,0.0,0.008668473
1.7674605,0.05270668,2,96256,599.7,-4.975,0.05270668,158,88.46880459785461,0.7986092567443848,0.0,0.010552856
1.7771571,0.055574387,1,97280,599.225,-4.975,0.055574387,159,89.41276621818542,0.8186700791120529,0.0,0.008583017
1.7623984,0.060189687,2,98304,601.225,-4.95,0.060189687,161,90.3312623500824,0.7344951033592224,0.0,0.008447679
1.7591377,0.09094105,1,99328,608.7,-4.925,0.09094105,162,91.23106837272644,0.7942785918712616,0.0,0.009162342
1.7627747,0.055609353,2,100352,612.725,-4.925,0.055609353,164,92.10722756385803,0.8554473668336868,0.0,0.0071738926
1.7660649,0.05825745,1,101376,620.6,-4.9,0.05825745,165,93.09275555610657,0.7908178418874741,0.0,0.008696377
1.7623754,0.06449151,1,102400,621.0,-4.9,0.06449151,166,93.97943139076233,0.8198315501213074,0.0,0.009075129
1.7624046,0.05565355,2,103424,625.4,-4.875,0.05565355,168,94.87419986724854,0.8270616233348846,0.0,0.008021228
1.7558447,0.052611854,1,104448,630.15,-4.875,0.052611854,169,95.77529072761536,0.8209764361381531,0.0,0.009278619
1.7338309,0.048197225,2,105472,640.1,-4.85,0.048197225,171,96.69208908081055,0.7749502062797546,0.0,0.008059803
1.7539971,0.05441509,2,106496,633.55,-4.85,0.05441509,173,97.60366201400757,0.9109133258461952,0.0,0.0099472385
1.7599566,0.05214406,2,107520,631.575,-4.85,0.05214406,175,98.6001307964325,0.8417472988367081,0.0,0.009154811
1.761117,0.058333963,1,108544,635.025,-4.85,0.058333963,176,99.63501644134521,0.8206236362457275,0.0,0.008603446
1.7768977,0.044329315,2,109568,646.25,-4.85,0.044329315,178,100.52999877929688,0.8776037022471428,0.0,0.007962832
1.7665069,0.047269884,1,110592,653.375,-4.825,0.047269884,179,101.420170545578,0.7313303053379059,0.0,0.008364895
1.7634633,0.05647098,1,111616,654.425,-4.825,0.05647098,180,102.36219382286072,0.8044373989105225,0.0,0.00944402
1.7599449,0.05353833,2,112640,645.375,-4.825,0.05353833,182,103.37540555000305,0.8480240702629089,0.0,0.009550963
1.7393095,0.045161046,2,113664,643.475,-4.825,0.045161046,184,104.27105331420898,0.834033191204071,0.0,0.008756682
1.7610917,0.059510812,2,114688,641.7,-4.8,0.059510812,186,105.17431211471558,0.735661119222641,0.0,0.01014339
1.7340785,0.050940603,2,115712,633.875,-4.8,0.050940603,188,106.07276201248169,0.8141976594924927,0.0,0.010244042
1.6792337,0.04905131,1,116736,629.075,-4.8,0.04905131,189,106.99806833267212,0.7700947374105453,0.0,0.008759052
1.6882327,0.054150317,2,117760,640.0,-4.8,0.054150317,191,107.89965772628784,0.8497734367847443,0.0,0.008754392
1.6842115,0.06016221,2,118784,632.025,-4.8,0.06016221,193,108.77496671676636,0.8420491069555283,0.0,0.00884262
1.7107823,0.052179374,2,119808,621.65,-4.8,0.052179374,195,109.66221046447754,0.8312430083751678,0.0,0.009348903
1.714624,0.043491557,2,120832,623.175,-4.8,0.043491557,197,110.56882333755493,0.7999903559684753,0.0,0.008545694
1.7106239,0.058869272,2,121856,620.1,-4.8,0.058869272,199,111.4594669342041,0.7531486004590988,0.0,0.009403719
1.7031451,0.047520936,0,122880,620.1,-4.8,0.047520936,199,112.44842648506165,0.6613306701183319,0.0,0.00891152
1.7130153,0.06205778,2,123904,637.025,-4.775,0.06205778,201,113.44007658958435,0.7919249981641769,0.0,0.009797774
1.7032547,0.042808697,2,124928,626.4,-4.8,0.042808697,203,114.32910823822021,0.8194624185562134,0.0,0.009698885
1.6934682,0.050285168,2,125952,621.075,-4.825,0.050285168,205,115.22294211387634,0.8537671267986298,0.0,0.008401719
1.6764947,0.051757857,1,126976,619.95,-4.825,0.051757857,206,116.1137444972992,0.8552645593881607,0.0,0.009592714
1.6817877,0.04353246,1,128000,616.65,-4.85,0.04353246,207,116.98392486572266,0.707785427570343,0.0,0.009027859
1.6828327,0.061204214,2,129024,634.175,-4.825,0.061204214,209,117.93086504936218,0.795201301574707,0.0,0.009068061
1.6788249,0.04474165,1,130048,626.35,-4.85,0.04474165,210,118.84298133850098,0.8846373558044434,0.0,0.009664439
1.6581327,0.063718304,3,131072,623.575,-4.85,0.063718304,213,119.74057650566101,0.8411800712347031,0.0,0.0083795525
1.6493843,0.044558153,1,132096,625.35,-4.85,0.044558153,214,120.62845802307129,0.836099848151207,0.0,0.00846025
1.6244489,0.052753758,1,133120,629.65,-4.85,0.052753758,215,121.55305290222168,0.8368735462427139,0.0,0.008697629
1.6577406,0.036675386,2,134144,627.475,-4.85,0.036675386,217,122.44593548774719,0.8016380667686462,0.0,0.008786093
1.6584083,0.05334508,2,135168,614.65,-4.875,0.05334508,219,123.32898998260498,0.7989829480648041,0.0,0.008210568
1.643287,0.050445497,1,136192,616.925,-4.85,0.050445497,220,124.2146520614624,0.8241948038339615,0.0,0.009395849
1.6464679,0.04930372,2,137216,612.65,-4.85,0.04930372,222,125.12926006317139,0.8792778328061104,0.0,0.00933214
1.6590358,0.048061375,2,138240,617.875,-4.85,0.048061375,224,126.12417507171631,0.7846667319536209,0.0,0.00837095
1.6494277,0.043144397,1,139264,620.775,-4.85,0.043144397,225,127.08124685287476,0.7713472247123718,0.0,0.010285482
1.6428361,0.061775155,2,140288,624.175,-4.9,0.061775155,227,127.9731342792511,0.8562702387571335,0.0,0.010820121
1.6292336,0.04912554,1,141312,631.625,-4.9,0.04912554,228,128.8494291305542,0.8660098910331726,0.0,0.008452253
1.6198721,0.046574898,2,142336,629.975,-4.9,0.046574898,230,129.74626350402832,0.8829504996538162,0.0,0.008711802
1.6136665,0.05415987,1,143360,632.9,-4.9,0.05415987,231,130.6191520690918,0.8480128049850464,0.0,0.008315972
1.633888,0.07370483,2,144384,640.55,-4.85,0.07370483,233,131.513014793396,0.8092618882656097,0.0,0.0096084215
1.6582633,0.06752753,1,145408,643.075,-4.85,0.06752753,234,132.39926052093506,0.7223531603813171,0.0,0.008624038
1.6466509,0.049800485,2,146432,649.375,-4.775,0.049800485,236,133.29065585136414,0.8201762586832047,0.0,0.010006079
1.6590044,0.056598455,2,147456,656.85,-4.775,0.056598455,238,134.18304657936096,0.7766313999891281,0.0,0.009324174
1.6109476,0.043528374,1,148480,659.95,-4.775,0.043528374,239,135.05890154838562,0.8144952058792114,0.0,0.008576946
1.6444237,0.062332556,2,149504,638.725,-4.825,0.062332556,241,135.99228882789612,0.8017583340406418,0.0,0.009929137
1.6460288,0.067440204,1,150528,645.725,-4.8,0.067440204,242,136.97895407676697,0.7547362446784973,0.0,0.008706477
1.605031,0.04866618,2,151552,655.65,-4.775,0.04866618,244,137.86349773406982,0.7857476472854614,0.0,0.009940944
1.642351,0.045622677,1,152576,653.8,-4.775,0.045622677,245,138.76696848869324,0.8557140678167343,0.0,0.009146992
1.6176641,0.047606573,2,153600,660.675,-4.775,0.047606573,247,139.64824056625366,0.8110602796077728,0.0,0.008689263
1.6226795,0.04339096,1,154624,646.05,-4.8,0.04339096,248,140.55166029930115,0.8036991655826569,0.0,0.009147203
1.6176105,0.056867413,2,155648,646.825,-4.8,0.056867413,250,141.44592332839966,0.8273150622844696,0.0,0.009876759
1.6336352,0.050765954,1,156672,646.825,-4.775,0.050765954,251,142.35207962989807,0.8102225363254547,0.0,0.009606486
1.6238327,0.061939865,2,157696,657.675,-4.775,0.061939865,253,143.2358934879303,0.816179171204567,0.0,0.008850458
1.6121715,0.053791612,2,158720,656.65,-4.725,0.053791612,255,144.12329244613647,0.6699991524219513,0.0,0.008083377
1.6287082,0.06357601,1,159744,654.3,-4.725,0.06357601,256,145.04393410682678,0.8348589688539505,0.0,0.00980757
1.6365169,0.04201871,2,160768,654.675,-4.725,0.04201871,258,145.94281935691833,0.7295107841491699,0.0,0.009785428
1.5779722,0.06374678,1,161792,650.0,-4.725,0.06374678,259,146.8449742794037,0.7217598259449005,0.0,0.010089905
1.6135535,0.05984363,2,162816,657.475,-4.725,0.05984363,261,147.73723244667053,0.7116817831993103,0.0,0.008330781
1.6093509,0.08510325,1,163840,665.375,-4.725,0.08510325,262,148.65251517295837,0.8461102098226547,0.0,0.014823582
1.6066289,0.05046379,2,164864,663.125,-4.725,0.05046379,264,149.5059208869934,0.8028646260499954,0.0,0.010189145
1.5874753,0.0767588,2,165888,664.275,-4.725,0.0767588,266,150.41100406646729,0.8435195535421371,0.0,0.009060485
1.6386596,0.06792459,1,166912,656.525,-4.725,0.06792459,267,151.29872179031372,0.7746918201446533,0.0,0.009179948
1.6020551,0.06984314,2,167936,656.725,-4.675,0.06984314,269,152.18008255958557,0.8315617889165878,0.0,0.009652909
1.6115807,0.06087179,2,168960,652.9,-4.675,0.06087179,271,153.08497738838196,0.8308738470077515,0.0,0.009909196
1.6008929,0.049173888,1,169984,648.075,-4.7,0.049173888,272,153.96995759010315,0.8024199306964874,0.0,0.009602879
1.6244031,0.056989994,2,171008,652.8,-4.7,0.056989994,274,154.90289282798767,0.7854671031236649,0.0,0.008702588
1.5830675,0.050285347,1,172032,647.275,-4.775,0.050285347,275,155.80027079582214,0.8664872646331787,0.0,0.008869342
1.5453081,0.03738772,2,173056,649.025,-4.775,0.03738772,277,156.69430255889893,0.8147809058427811,0.0,0.008960083
1.5527068,0.05482082,2,174080,640.625,-4.775,0.05482082,279,157.66628885269165,0.7549490481615067,0.0,0.009959513
1.5389274,0.060193114,1,175104,652.65,-4.775,0.060193114,280,158.60384345054626,0.752026230096817,0.0,0.010998345
1.5413462,0.07324977,2,176128,655.175,-4.8,0.07324977,282,159.4761507511139,0.7588294297456741,0.0,0.0091654435
1.5818712,0.07297737,1,177152,642.6,-4.825,0.07297737,283,160.34918522834778,0.7434552013874054,0.0,0.009212665
1.5876276,0.05060366,3,178176,635.2,-4.825,0.05060366,286,161.23901391029358,0.8079085201025009,0.0,0.010243325
1.5998783,0.090421855,1,179200,631.625,-4.825,0.090421855,287,162.1292188167572,0.8369489908218384,0.0,0.010749526
1.6000049,0.05901774,2,180224,632.625,-4.825,0.05901774,289,163.01767826080322,0.8227427452802658,0.0,0.009946432
1.5427996,0.06719592,1,181248,637.25,-4.825,0.06719592,290,163.88987755775452,0.7746210396289825,0.0,0.00867396
1.547907,0.054439075,1,182272,638.875,-4.85,0.054439075,291,164.78662729263306,0.7683031260967255,0.0,0.009625241
1.586523,0.058973998,2,183296,640.85,-4.85,0.058973998,293,165.67414784431458,0.7544016391038895,0.0,0.009288989
1.5336537,0.055824652,1,184320,649.975,-4.85,0.055824652,294,166.5576901435852,0.8075415641069412,0.0,0.009918399
1.5766673,0.038177416,2,185344,636.95,-4.9,0.038177416,296,167.4435031414032,0.882506713271141,0.0,0.0077585517
1.5517881,0.06001421,2,186368,645.8,-4.9,0.06001421,298,168.34083104133606,0.8884842395782471,0.0,0.009762762
1.5758927,0.05600689,1,187392,648.45,-4.875,0.05600689,299,169.24159121513367,0.7063241899013519,0.0,0.00958243
1.556949,0.06454043,1,188416,642.55,-4.875,0.06454043,300,170.14637541770935,0.7453749179840088,0.0,0.009457421
1.599802,0.065072104,2,189440,643.4,-4.875,0.065072104,302,171.06121397018433,0.8582043200731277,0.0,0.010822505
1.6283947,0.056423247,1,190464,649.125,-4.85,0.056423247,303,172.08915305137634,0.805602639913559,0.0,0.010679449
1.6050043,0.06027924,2,191488,641.375,-4.85,0.06027924,305,173.00752592086792,0.8776975274085999,0.0,0.010216521
1.6298068,0.052287873,2,192512,642.3,-4.85,0.052287873,307,173.92065453529358,0.8714310973882675,0.0,0.008577656
1.5574815,0.057152823,2,193536,643.1,-4.9,0.057152823,309,174.85926055908203,0.8862914815545082,0.0,0.009689869
1.5370013,0.058573827,1,194560,652.775,-4.875,0.058573827,310,175.7387616634369,0.7087573111057281,0.0,0.008761682
1.6115882,0.09109738,2,195584,655.8,-4.875,0.09109738,312,176.6446876525879,0.7939417809247971,0.0,0.010242056
1.5821226,0.05216525,1,196608,650.25,-4.875,0.05216525,313,177.6340048313141,0.742303878068924,0.0,0.00971146
1.6008908,0.07229054,2,197632,641.8,-4.875,0.07229054,315,178.54998230934143,0.7656554728746414,0.0,0.008406823
1.6408186,0.050664656,2,198656,643.9,-4.85,0.050664656,317,179.59311938285828,0.7908423095941544,0.0,0.010125569
1.6369383,0.09160775,1,199680,648.85,-4.825,0.09160775,318,180.58964133262634,0.5506916344165802,0.0,0.0091012595
1.6240978,0.061078172,2,200704,644.65,-4.8,0.061078172,320,181.4868404865265,0.7994119673967361,0.0,0.010494349
1.6406515,0.06961961,2,201728,639.275,-4.775,0.06961961,322,182.3798806667328,0.7558203786611557,0.0,0.009470893
1.6480598,0.051632456,2,202752,637.85,-4.775,0.051632456,324,183.26848649978638,0.7963798940181732,0.0,0.009028144
1.6094097,0.069248624,1,203776,646.325,-4.75,0.069248624,325,184.14521503448486,0.6907642781734467,0.0,0.008682533
1.6426425,0.05985014,2,204800,645.225,-4.75,0.05985014,327,185.04582619667053,0.8761431202292442,0.0,0.00819334
1.6429131,0.06480276,1,205824,643.625,-4.75,0.06480276,328,185.93761682510376,0.8662786036729813,0.0,0.010575555
1.6514592,0.053010672,2,206848,636.075,-4.75,0.053010672,330,186.8201925754547,0.7939586192369461,0.0,0.010656296
1.5741053,0.06780288,2,207872,630.75,-4.75,0.06780288,332,187.71725940704346,0.8696243464946747,0.0,0.011148625
1.5873585,0.060047206,1,208896,636.975,-4.75,0.060047206,333,188.5895323753357,0.7939944714307785,0.0,0.008006984
1.57032,0.06281365,1,209920,640.925,-4.725,0.06281365,334,189.47856187820435,0.8231900781393051,0.0,0.0096218055
1.5634334,0.069085464,2,210944,648.5,-4.725,0.069085464,336,190.3609733581543,0.8059224337339401,0.0,0.008562503
1.5743821,0.0515368,1,211968,641.675,-4.725,0.0515368,337,191.2401146888733,0.7281192243099213,0.0,0.008672005
1.590342,0.052937,2,212992,649.2,-4.75,0.052937,339,192.15983295440674,0.8559941649436951,0.0,0.0098784
1.5931368,0.06245036,1,214016,644.075,-4.75,0.06245036,340,193.06145596504211,0.81858329474926,0.0,0.010218621
1.6451072,0.08786513,2,215040,639.05,-4.775,0.08786513,342,193.99231958389282,0.8502458482980728,0.0,0.010582541
1.5794796,0.07386573,1,216064,633.525,-4.8,0.07386573,343,194.93631219863892,0.7771989703178406,0.0,0.008395307
1.5786047,0.111138955,2,217088,645.025,-4.75,0.111138955,345,195.8448314666748,0.7997327446937561,0.0,0.012610153
1.5828763,0.05865127,1,218112,651.15,-4.75,0.05865127,346,196.7241177558899,0.7761537879705429,0.0,0.009981586
1.6029927,0.16618665,2,219136,657.725,-4.75,0.16618665,348,197.65777277946472,0.6744886934757233,0.0,0.008699393
1.5834146,0.064304836,1,220160,656.05,-4.725,0.064304836,349,198.53659772872925,0.8145652413368225,0.0,0.009199499
1.6176331,0.060115825,2,221184,644.025,-4.75,0.060115825,351,199.50382947921753,0.8122014552354813,0.0,0.011589281
1.5793927,0.06033316,2,222208,643.9,-4.75,0.06033316,353,200.39297699928284,0.8254157453775406,0.0,0.009771888
1.5731659,0.050477017,2,223232,643.325,-4.775,0.050477017,355,201.28197622299194,0.8073832988739014,0.0,0.009367757
1.5335513,0.09798156,1,224256,647.75,-4.775,0.09798156,356,202.25518679618835,0.750367060303688,0.0,0.0075199623
1.5482011,0.0830256,2,225280,651.225,-4.8,0.0830256,358,203.14464449882507,0.8486190587282181,0.0,0.010935145
1.5387915,0.05925521,1,226304,649.25,-4.825,0.05925521,359,204.03907251358032,0.8418716788291931,0.0,0.01157132
1.5504282,0.05893879,1,227328,654.05,-4.825,0.05893879,360,204.91470313072205,0.6670167744159698,0.0,0.00828151
1.5162604,0.057292983,2,228352,655.0,-4.825,0.057292983,362,205.81992626190186,0.8234268575906754,0.0,0.010151537
1.5762439,0.06371501,2,229376,661.05,-4.825,0.06371501,364,206.75402522087097,0.803533211350441,0.0,0.009161409
1.4905435,0.04921233,2,230400,657.625,-4.85,0.04921233,366,207.65139293670654,0.8307284116744995,0.0,0.008848835
1.4875824,0.05846855,1,231424,664.7,-4.85,0.05846855,367,208.54569053649902,0.7824535965919495,0.0,0.008781426
