total_timesteps,fps,nupdates,policy_entropy,value_loss,explained_variance,ep_reward_mean,ep_len_mean
36000,29,7200,1.7741594314575195,0.0005247335648164153,-0.2456667423248291,-4.923076923076923,551.6153846153846
36500,29,7300,1.7783915996551514,0.0004515859764069319,-0.8529648780822754,-4.924242424242424,551.0
37000,29,7400,1.7729572057724,0.00279598543420434,-1.3212950229644775,-4.925373134328358,551.0895522388059
37500,29,7500,1.7802120447158813,0.0009601067868061364,-0.07659387588500977,-4.926470588235294,551.3529411764706
38000,29,7600,1.784151315689087,0.000851924647577107,-3.231032371520996,-4.926470588235294,551.3529411764706
38500,29,7700,1.7841989994049072,0.00267737521789968,-7.112085342407227,-4.927536231884058,552.231884057971
39000,29,7800,1.785869836807251,0.0003150298143737018,-2.1315157413482666,-4.928571428571429,553.2857142857143
39500,29,7900,1.7829034328460693,0.0009779247920960188,-10.472264289855957,-4.929577464788732,554.0985915492957
40000,29,8000,1.7864240407943726,0.0004930697032250464,-11.806570053100586,-4.929577464788732,554.0985915492957
40500,29,8100,1.7650439739227295,0.0040064286440610886,-0.700515866279602,-4.930555555555555,556.8611111111111
41000,29,8200,1.7720935344696045,0.010615628212690353,-36.07123947143555,-4.931506849315069,558.3013698630137
41500,29,8300,1.781103491783142,0.012791325338184834,-11.693772315979004,-4.9324324324324325,557.4459459459459
42000,29,8400,1.783935785293579,0.003429121570661664,-0.6231695413589478,-4.933333333333334,557.7066666666667
42500,29,8500,1.767492651939392,0.07766304165124893,0.8889111801981926,-4.934210526315789,556.75
43000,29,8600,1.7670485973358154,0.011893589049577713,-16.33901023864746,-4.935064935064935,555.8701298701299
43500,29,8700,1.760206937789917,0.002789638936519623,-1.253730297088623,-4.935897435897436,554.2692307692307
44000,29,8800,1.7720587253570557,0.0019719188567250967,-5.178746700286865,-4.936708860759493,553.2911392405064
44500,29,8900,1.7515900135040283,0.0014848312130197883,-0.751598596572876,-4.9375,553.0625
45000,29,9000,1.7567622661590576,0.0004994131159037352,-0.2598806619644165,-4.938271604938271,553.8395061728395
45500,29,9100,1.7733911275863647,0.0002782696101348847,-1.6174802780151367,-4.939024390243903,554.329268292683
46000,29,9200,1.7759367227554321,0.0009613984148018062,-0.6104410886764526,-4.9397590361445785,553.0963855421687
46500,29,9300,1.7682336568832397,0.00026806959067471325,-0.725249171257019,-4.940476190476191,551.5833333333334
47000,29,9400,1.774131417274475,0.00210246117785573,-5.78128719329834,-4.9411764705882355,552.8588235294118
47500,29,9500,1.757539987564087,0.0007672909996472299,-1.0209167003631592,-4.941860465116279,551.7906976744187
48000,29,9600,1.7681148052215576,0.00019766991317737848,0.47821474075317383,-4.942528735632184,551.5402298850574
48500,29,9700,1.7479045391082764,0.00023811927530914545,0.5302432477474213,-4.942528735632184,551.5402298850574
49000,29,9800,1.7780929803848267,0.00532779423519969,-10.422584533691406,-4.943181818181818,551.2727272727273
49500,29,9900,1.7841885089874268,0.0004841409681830555,-0.9074286222457886,-4.943820224719101,550.943820224719
50000,29,10000,1.757634162902832,9.850956121226773e-05,0.795345664024353,-4.944444444444445,550.6111111111111
50500,29,10100,1.7828876972198486,0.0010566959390416741,-0.7856870889663696,-4.945054945054945,551.5494505494505
51000,29,10200,1.7651920318603516,0.0011799705680459738,-3.2114791870117188,-4.934782608695652,552.6304347826087
51500,29,10300,1.779639482498169,0.0004854312282986939,-2.6704201698303223,-4.935483870967742,551.7096774193549
52000,29,10400,1.779488205909729,0.003684933530166745,-22.246116638183594,-4.9361702127659575,551.7553191489362
52500,29,10500,1.7547607421875,0.05418781191110611,-0.43554043769836426,-4.926315789473684,552.5894736842105
53000,29,10600,1.7747936248779297,0.0010570571757853031,-3.41525936126709,-4.926315789473684,552.5894736842105
53500,29,10700,1.7867062091827393,0.005979297682642937,-11.743539810180664,-4.90625,554.5729166666666
54000,29,10800,1.7727115154266357,0.0006871159421280026,-1.3474786281585693,-4.907216494845361,555.5670103092783
54500,29,10900,1.7757213115692139,0.1625233292579651,0.8203614205121994,-4.908163265306122,555.0102040816327
55000,29,11000,1.771465539932251,0.00015964783960953355,-0.340512752532959,-4.909090909090909,553.7676767676768
55500,29,11100,1.7810823917388916,0.0014539479743689299,-2.684908390045166,-4.91,552.47
56000,29,11200,1.778649091720581,0.00044366964721120894,-0.3975827693939209,-4.91,552.62
56500,29,11300,1.7857919931411743,0.0004941290826536715,-2.1437902450561523,-4.91,552.62
57000,29,11400,1.7820980548858643,0.006331703159958124,-19.26278305053711,-4.9,553.24
57500,29,11500,1.768209457397461,0.0034793908707797527,-5.4839301109313965,-4.9,553.79
58000,29,11600,1.7836410999298096,0.0004848057287745178,-2.6586618423461914,-4.9,554.25
58500,29,11700,1.7775726318359375,0.0012295292690396309,-27.153911590576172,-4.9,557.48
59000,29,11800,1.7798629999160767,0.00410804059356451,0.2006763219833374,-4.9,557.48
59500,29,11900,1.7790422439575195,2.046851659542881e-05,0.808892697095871,-4.9,558.49
60000,29,12000,1.7827816009521484,0.0007208444876596332,-0.8505450487136841,-4.9,559.23
60500,29,12100,1.7806438207626343,0.002227095188573003,-10.1489896774292,-4.9,557.86
61000,29,12200,1.7785561084747314,0.00012905229232273996,0.37986427545547485,-4.9,557.49
61500,29,12300,1.774449110031128,0.0021638129837810993,-9.804641723632812,-4.9,558.6
62000,29,12400,1.7827351093292236,9.293977200286463e-05,0.3375505208969116,-4.9,558.6
62500,29,12500,1.785416841506958,0.0006494928384199739,-4.641655445098877,-4.89,560.57
63000,29,12600,1.7805324792861938,0.002739015268161893,-2.441887140274048,-4.89,559.81
63500,30,12700,1.7602593898773193,0.19055011868476868,-3.245069980621338,-4.9,558.0
64000,30,12800,1.7779560089111328,0.03809220716357231,0.943651407957077,-4.9,558.0
64500,30,12900,1.776763677597046,0.0006081659230403602,-0.32417380809783936,-4.9,558.44
65000,30,13000,1.7722768783569336,0.005711415782570839,-12.079289436340332,-4.9,558.52
65500,30,13100,1.7796255350112915,9.558792953612283e-05,0.2754230499267578,-4.9,558.13
66000,30,13200,1.7833665609359741,0.0013756194384768605,-2.5246145725250244,-4.9,557.13
66500,30,13300,1.7828700542449951,0.0035623335279524326,-8.360483169555664,-4.9,556.45
67000,30,13400,1.7726815938949585,0.00020765082444995642,-0.8044842481613159,-4.9,556.31
67500,30,13500,1.7746689319610596,0.00038932269671931863,-6.542733669281006,-4.9,557.51
68000,30,13600,1.7747656106948853,0.0019547059200704098,-4.495197296142578,-4.91,556.53
68500,30,13700,1.7667728662490845,0.0015258153434842825,-11.52471923828125,-4.91,556.99
69000,30,13800,1.7830997705459595,0.006155814975500107,-36.08488845825195,-4.91,556.99
69500,30,13900,1.78537917137146,0.0005832170718349516,-0.629050612449646,-4.91,556.53
70000,30,14000,1.7837995290756226,0.004909837618470192,-3.7914557456970215,-4.91,555.02
70500,30,14100,1.7807964086532593,0.00033283737138845026,-0.07220864295959473,-4.91,555.61
71000,30,14200,1.785973310470581,0.00048000909737311304,-1.2189443111419678,-4.91,557.52
71500,30,14300,1.7806354761123657,0.004601586144417524,0.08909904956817627,-4.91,558.0
72000,30,14400,1.7786695957183838,0.0054171523079276085,-22.822792053222656,-4.9,557.5
72500,30,14500,1.787671446800232,8.380877261515707e-05,0.43255120515823364,-4.9,557.5
73000,30,14600,1.7750740051269531,0.014219967648386955,-16.366031646728516,-4.9,556.73
73500,30,14700,1.7874717712402344,0.0021697585470974445,-3.3136863708496094,-4.9,556.73
74000,30,14800,1.7888422012329102,0.0021192259155213833,-1.3362247943878174,-4.9,557.91
74500,30,14900,1.7898439168930054,0.0007981946691870689,0.2879079580307007,-4.9,559.28
75000,30,15000,1.7891086339950562,0.006083205807954073,-16.78156280517578,-4.9,559.28
75500,30,15100,1.7855838537216187,0.00518036587163806,0.6442846059799194,-4.9,559.42
76000,30,15200,1.7849041223526,0.006669168826192617,-1.8594107627868652,-4.9,558.63
76500,30,15300,1.7854642868041992,0.04431154578924179,0.725556880235672,-4.9,559.6
77000,30,15400,1.789847731590271,0.0029904756229370832,-14.522756576538086,-4.9,560.95
77500,30,15500,1.7901378870010376,8.675018762005493e-05,0.5374139547348022,-4.9,561.3
78000,30,15600,1.7852623462677002,0.0034374534152448177,-4.09127950668335,-4.9,562.16
78500,30,15700,1.7905981540679932,0.0008162905578501523,0.37832093238830566,-4.9,563.22
79000,30,15800,1.7888425588607788,0.0004003859939984977,-4.261744976043701,-4.9,562.37
79500,30,15900,1.7890760898590088,0.015165118500590324,-29.917865753173828,-4.9,564.13
80000,30,16000,1.7886250019073486,0.0017051525646820664,-0.41237902641296387,-4.9,564.13
80500,30,16100,1.7796194553375244,8.226046338677406e-05,0.5088269412517548,-4.9,566.67
81000,30,16200,1.7891002893447876,0.0006221040384843946,-21.250205993652344,-4.9,566.36
81500,30,16300,1.788254737854004,0.0012515729758888483,-11.997397422790527,-4.9,565.64
82000,30,16400,1.7784630060195923,0.0026306614745408297,-2.0412778854370117,-4.9,565.84
82500,30,16500,1.7851502895355225,0.011958004906773567,0.051817119121551514,-4.9,566.33
83000,30,16600,1.7875137329101562,0.15863153338432312,0.849885955452919,-4.9,566.33
83500,30,16700,1.7854032516479492,0.012838885188102722,-23.122671127319336,-4.9,566.04
84000,30,16800,1.7874647378921509,0.0007162318797782063,-1.4356815814971924,-4.89,566.83
84500,30,16900,1.7794889211654663,0.00027445825980976224,-1.688368558883667,-4.89,568.0
85000,30,17000,1.7826744318008423,0.0009020717698149383,-15.27947998046875,-4.9,566.46
85500,30,17100,1.789211630821228,3.443627429078333e-05,0.8195030987262726,-4.9,566.46
86000,30,17200,1.7897039651870728,0.00029421038925647736,-7.103915214538574,-4.89,567.41
86500,30,17300,1.7890071868896484,0.0038703910540789366,-20.504154205322266,-4.89,567.73
87000,30,17400,1.7868616580963135,0.001339348149485886,-1.552255392074585,-4.89,567.87
87500,30,17500,1.7884228229522705,0.005122377071529627,0.5202078521251678,-4.89,568.96
88000,30,17600,1.7837883234024048,0.00015124227502383292,0.40583622455596924,-4.89,569.49
88500,30,17700,1.7839866876602173,0.00035764998756349087,0.5283509194850922,-4.89,569.38
89000,30,17800,1.785088300704956,0.0019349390640854836,-0.19375693798065186,-4.89,567.52
89500,30,17900,1.7838890552520752,0.0007880316115915775,-1.872474193572998,-4.9,567.76
90000,30,18000,1.7808395624160767,0.00709799537435174,-3.1665024757385254,-4.9,568.53
90500,30,18100,1.7889991998672485,0.004995537456125021,-3.7952661514282227,-4.9,568.53
91000,30,18200,1.7856941223144531,0.0010091288713738322,0.012275636196136475,-4.9,569.48
91500,30,18300,1.7842395305633545,0.006694194860756397,-14.628488540649414,-4.9,569.27
92000,30,18400,1.7876945734024048,0.0015637511387467384,-3.4773664474487305,-4.9,569.15
92500,30,18500,1.7714437246322632,0.00141394033562392,0.993278575129807,-4.9,570.47
93000,30,18600,1.7795063257217407,0.0005114417290315032,0.023477673530578613,-4.91,569.39
93500,30,18700,1.7826849222183228,0.004769110586494207,-6.7938995361328125,-4.91,569.86
94000,30,18800,1.7783174514770508,0.0028260545805096626,-7.508933067321777,-4.91,569.7
94500,30,18900,1.7808719873428345,0.01698499172925949,-28.840238571166992,-4.91,569.7
95000,30,19000,1.786663293838501,0.00047011394053697586,-10.45604419708252,-4.91,570.53
95500,30,19100,1.7788461446762085,0.015071997418999672,0.7595618218183517,-4.91,573.92
96000,30,19200,1.7742407321929932,0.0019641960971057415,-14.524377822875977,-4.91,572.46
96500,30,19300,1.7841262817382812,0.0005759359337389469,-5.27377462387085,-4.91,572.46
97000,30,19400,1.7883650064468384,0.0007074298919178545,-9.068191528320312,-4.91,571.89
97500,30,19500,1.7712974548339844,0.0005646623903885484,0.1099097728729248,-4.9,572.82
98000,30,19600,1.7866981029510498,0.00026351428823545575,0.29500192403793335,-4.9,570.27
98500,30,19700,1.7838184833526611,0.0015318292425945401,-13.573067665100098,-4.9,570.21
99000,30,19800,1.7829310894012451,0.0021960558369755745,-1.7737741470336914,-4.9,569.61
99500,30,19900,1.7508023977279663,0.0013156686909496784,-1.0599660873413086,-4.9,570.6
100000,30,20000,1.7529100179672241,0.0016983890673145652,-1.282247543334961,-4.9,571.01
100500,30,20100,1.7602230310440063,9.497301653027534e-05,0.6673915684223175,-4.9,571.36
101000,30,20200,1.7673110961914062,0.0008296289597637951,-0.33557045459747314,-4.9,571.45
101500,30,20300,1.77059006690979,0.0005464852438308299,0.8178400099277496,-4.9,571.45
102000,30,20400,1.7839893102645874,0.008505226112902164,-20.97508430480957,-4.9,573.16
102500,30,20500,1.7819331884384155,0.001047344645485282,-3.535172462463379,-4.9,571.93
103000,30,20600,1.7824509143829346,0.0014086186420172453,-5.157893657684326,-4.9,571.5
103500,30,20700,1.7782659530639648,0.0028710730839520693,-5.129311561584473,-4.9,572.52
104000,30,20800,1.7804944515228271,0.001741217216476798,-2.5452511310577393,-4.9,574.51
104500,30,20900,1.7686506509780884,0.024770596995949745,-13.629938125610352,-4.9,572.72
105000,30,21000,1.7854961156845093,0.0008885673014447093,-0.7460103034973145,-4.9,572.38
105500,30,21100,1.7865619659423828,0.005162562243640423,-16.342756271362305,-4.9,572.77
106000,30,21200,1.7900514602661133,0.0025033820420503616,-4.9157395362854,-4.89,572.98
106500,30,21300,1.7848494052886963,0.006777827627956867,-2.8595879077911377,-4.89,573.35
107000,30,21400,1.7855894565582275,4.5124215830583125e-05,0.8917929381132126,-4.89,572.29
107500,30,21500,1.784827470779419,0.011739101260900497,-12.20953369140625,-4.89,570.02
108000,30,21600,1.7878268957138062,0.0015494858380407095,-2.0544168949127197,-4.9,569.98
108500,30,21700,1.7872636318206787,0.026219263672828674,-36.51369094848633,-4.9,571.59
109000,30,21800,1.7820812463760376,0.0030021704733371735,0.11628812551498413,-4.9,570.94
109500,30,21900,1.786935806274414,0.0005747202667407691,0.3566761016845703,-4.91,569.59
110000,30,22000,1.7858282327651978,0.00022797190467827022,0.7227593660354614,-4.93,567.16
110500,30,22100,1.7891143560409546,0.0032258022110909224,-2.7761855125427246,-4.93,567.16
111000,30,22200,1.7883188724517822,0.010511448606848717,0.9955401662737131,-4.93,566.99
111500,30,22300,1.7890526056289673,0.00016867395606823266,0.10452687740325928,-4.93,568.02
112000,30,22400,1.789390206336975,0.001263630110770464,-2.4285693168640137,-4.93,568.26
112500,30,22500,1.7887697219848633,0.002246215008199215,-14.433379173278809,-4.93,568.63
113000,30,22600,1.786481261253357,0.019900061190128326,0.9620765969157219,-4.93,567.37
113500,30,22700,1.7894535064697266,0.009958228096365929,-73.69595336914062,-4.94,566.3
114000,30,22800,1.7828165292739868,0.007335118018090725,-5.536561965942383,-4.94,566.55
114500,30,22900,1.7847487926483154,0.012164742685854435,-37.90952682495117,-4.94,567.11
115000,30,23000,1.7862942218780518,0.0005792462034150958,-2.17866587638855,-4.94,563.85
115500,30,23100,1.785043478012085,0.0005522071151062846,-0.8876140117645264,-4.94,561.46
116000,30,23200,1.7884528636932373,0.000685706443618983,-0.49960947036743164,-4.94,561.46
116500,30,23300,1.787480115890503,0.0017118861433118582,0.4093449115753174,-4.94,562.68
117000,30,23400,1.7845757007598877,0.0010047348914667964,0.6551501154899597,-4.94,561.57
117500,30,23500,1.7842859029769897,0.0030044973827898502,-4.872483730316162,-4.94,561.61
118000,30,23600,1.7876437902450562,0.000280879030469805,-4.390635967254639,-4.94,562.94
118500,30,23700,1.789432168006897,0.0024646997917443514,-5.390509605407715,-4.94,562.94
119000,30,23800,1.7858893871307373,0.0003576603776309639,0.0008100271224975586,-4.95,566.28
119500,30,23900,1.7852561473846436,0.0009156333981081843,-1.7233028411865234,-4.95,565.88
120000,30,24000,1.786404013633728,0.0030110792722553015,-0.5441884994506836,-4.95,566.36
120500,30,24100,1.7758744955062866,0.0016855960711836815,-0.8198469877243042,-4.95,567.81
121000,30,24200,1.787355661392212,0.001258119591511786,-0.2634458541870117,-4.95,566.52
121500,30,24300,1.7849057912826538,4.488586273510009e-05,0.912454329431057,-4.95,565.75
122000,30,24400,1.7862236499786377,0.0030188802629709244,-10.478141784667969,-4.95,566.32
122500,30,24500,1.7761245965957642,0.020559383556246758,-12.596515655517578,-4.95,568.2
123000,30,24600,1.7811673879623413,0.0023759636096656322,-0.8916959762573242,-4.95,568.2
123500,30,24700,1.7865651845932007,0.0006618446786887944,-5.420071601867676,-4.95,570.98
124000,30,24800,1.7802362442016602,0.0012073821853846312,-0.598019003868103,-4.95,567.61
124500,30,24900,1.7741979360580444,0.00028381566517055035,0.010428667068481445,-4.94,568.27
125000,30,25000,1.7773895263671875,0.01817277818918228,-41.04239273071289,-4.94,568.96
125500,30,25100,1.7783639430999756,0.000390492903534323,-0.2995481491088867,-4.94,568.95
126000,30,25200,1.769529938697815,0.0015089025255292654,0.944335799664259,-4.94,568.56
126500,30,25300,1.7777401208877563,6.214726454345509e-06,0.8901706859469414,-4.94,569.5
127000,30,25400,1.7604259252548218,0.05407751724123955,0.2509617209434509,-4.94,568.41
127500,30,25500,1.7794809341430664,0.0015557463048025966,-0.9095256328582764,-4.94,566.48
128000,30,25600,1.7579084634780884,0.006983994506299496,-6.762583255767822,-4.94,566.09
128500,30,25700,1.7876615524291992,0.00019677849195431918,0.24631929397583008,-4.94,566.09
129000,30,25800,1.776898980140686,0.0006534912390634418,-0.5832240581512451,-4.95,566.34
129500,29,25900,1.7878377437591553,0.0007615822250954807,-6.183842182159424,-4.95,565.43
130000,29,26000,1.788863182067871,0.00026121438713744283,-0.18226957321166992,-4.95,566.27
130500,29,26100,1.7854194641113281,0.002188886981457472,-15.576799392700195,-4.95,564.26
131000,29,26200,1.7745029926300049,0.002896926598623395,0.6299701035022736,-4.95,564.91
131500,29,26300,1.7853552103042603,0.00035556877264752984,0.1790345311164856,-4.95,562.63
132000,29,26400,1.7829620838165283,0.02024177648127079,-7.98692512512207,-4.94,563.81
132500,29,26500,1.7876065969467163,0.0006450386717915535,0.567400187253952,-4.94,563.81
133000,29,26600,1.788254976272583,0.013386878184974194,0.933497741818428,-4.93,566.34
133500,29,26700,1.7825310230255127,0.03222799673676491,-35.1334342956543,-4.93,566.69
134000,29,26800,1.789067029953003,0.00022453381097875535,-1.1760976314544678,-4.93,566.69
134500,29,26900,1.7883374691009521,5.813090319861658e-05,-0.284623384475708,-4.9,570.18
135000,29,27000,1.7852470874786377,0.002713974332436919,-14.73046588897705,-4.9,569.03
135500,29,27100,1.7833408117294312,0.0003066884237341583,0.8227455466985703,-4.9,569.38
136000,29,27200,1.7844269275665283,0.007269755937159061,-12.1299409866333,-4.9,571.22
136500,29,27300,1.7786678075790405,0.004215905908495188,-33.47654342651367,-4.9,569.33
137000,29,27400,1.757250189781189,0.0033833372872322798,-0.9599812030792236,-4.9,566.5
137500,29,27500,1.78561270236969,1.0100308656692505,-0.2836569547653198,-4.9,566.5
138000,29,27600,1.7806259393692017,0.009085187688469887,-18.030200958251953,-4.88,569.66
138500,29,27700,1.778699278831482,0.004122513812035322,-1.6411871910095215,-4.88,568.4
139000,29,27800,1.780367136001587,0.00019408036314416677,-1.6565289497375488,-4.88,568.07
139500,29,27900,1.7853031158447266,0.0005079296533949673,0.16193443536758423,-4.87,568.68
140000,29,28000,1.7816215753555298,0.002368571236729622,-13.492236137390137,-4.87,569.06
140500,29,28100,1.788980484008789,0.00035491754533722997,-0.3069039583206177,-4.87,569.06
141000,29,28200,1.784936547279358,0.003917205147445202,-21.639923095703125,-4.88,568.04
141500,29,28300,1.7896407842636108,0.0010090554133057594,-5.91119384765625,-4.88,568.3
142000,29,28400,1.781568169593811,0.0009163852664642036,0.10834860801696777,-4.88,569.94
142500,29,28500,1.7717275619506836,0.008393277414143085,-0.14630413055419922,-4.89,568.78
143000,29,28600,1.7791216373443604,0.008570874109864235,-1.9144103527069092,-4.89,566.6
143500,29,28700,1.785660743713379,0.0006448563071899116,-1.0467467308044434,-4.89,566.6
144000,29,28800,1.78813898563385,0.00042544788448140025,-1.228456974029541,-4.89,568.78
144500,29,28900,1.7839603424072266,0.0002882060070987791,0.3381776809692383,-4.89,569.24
145000,29,29000,1.7900632619857788,0.00042607481009326875,-2.8337297439575195,-4.89,568.34
145500,29,29100,1.7744182348251343,0.0020175341051071882,0.6800364851951599,-4.89,570.27
146000,29,29200,1.782541036605835,0.0006742846453562379,0.5243338346481323,-4.89,571.48
146500,29,29300,1.7889896631240845,0.0019968219567090273,-9.480254173278809,-4.89,571.48
